SMILES,pEC50,source,canonical_smiles
C1=CN=C2C(=C1)CCC[C@H]2N1C=C(COC2CCCCO2)N=N1,5.18,train,c1cnc2c(c1)CCC[C@H]2n1cc(COC2CCCCO2)nn1
FC1=CC=CC(Cl)=C1CCC1=NOC(C2(N3C=CC=N3)CC2)=N1,5.06,train,Fc1cccc(Cl)c1CCc1noc(C2(n3cccn3)CC2)n1
CCOC1=CC=CC=C1C(F)(F)C(=O)N1CCC(NC(=O)C2CC2)CC1,5.26,train,CCOc1ccccc1C(F)(F)C(=O)N1CCC(NC(=O)C2CC2)CC1
O=C(CC1(N2CCOCC2)CCCC1)NCC1=CC=C2OCCOC2=C1,5.24,train,O=C(CC1(N2CCOCC2)CCCC1)NCc1ccc2c(c1)OCCO2
CC1=C(C(=O)N2CCCN3C4=CC=CC=C4CC3C2)C(O)=NC2=CC=CC=C21,5.0,train,Cc1c(C(=O)N2CCCN3c4ccccc4CC3C2)c(O)nc2ccccc12
CC1CCCN(S(=O)(=O)C2=CC=CC3=C2OCC3)C1C(=O)O,4.41,train,CC1CCCN(S(=O)(=O)c2cccc3c2OCC3)C1C(=O)O
CN1N=C(CNC[C@@H](O)C2=CC=C(Cl)C=C2)C2=CC=CC=C21,5.07,train,Cn1nc(CNC[C@@H](O)c2ccc(Cl)cc2)c2ccccc21
CC(C)C1=NC(C(=O)N2CCC=C(F)C2)=NN1C1=CC=CC=C1F,5.22,train,CC(C)c1nc(C(=O)N2CCC=C(F)C2)nn1-c1ccccc1F
CN1N=CC(NC(=O)N2CCCC(C)(F)C2)=C1C1=CC=CC=C1,4.44,train,Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1
O=C(NCC1CCOC2=CC=CC=C21)N1CCOC(C2=CC=CC=C2F)C1,4.82,train,O=C(NCC1CCOc2ccccc21)N1CCOC(c2ccccc2F)C1
COC1CCCN(C(=O)C(CC2=CC=CC=C2)NC(=O)C2=CC=CN=C2)CC1,4.89,train,COC1CCCN(C(=O)C(Cc2ccccc2)NC(=O)c2cccnc2)CC1
COC1=CC(C#N)=CC=C1OCC(=O)N1CCCC1C1CCCC1O,4.97,train,COc1cc(C#N)ccc1OCC(=O)N1CCCC1C1CCCC1O
CC(C1=CC2=CC=CC=C2O1)N(C)C(=O)C1=CN(C)N=C1C(C)(C)C,4.49,train,CC(c1cc2ccccc2o1)N(C)C(=O)c1cn(C)nc1C(C)(C)C
CN(CC1=COC=C1)C1=CC=C(S(=O)(=O)N2CCCC2)C=C1,5.25,train,CN(Cc1ccoc1)c1ccc(S(=O)(=O)N2CCCC2)cc1
CC(NC(=O)N1CCC(C)C1CO)C1=CC=C(F)C=C1Cl,5.18,train,CC(NC(=O)N1CCC(C)C1CO)c1ccc(F)cc1Cl
O=C(NCC(CC1=CC=CC=C1)CC1=CC=CC=C1)N1CCC(O)C(F)(F)C1,4.94,train,O=C(NCC(Cc1ccccc1)Cc1ccccc1)N1CCC(O)C(F)(F)C1
CC1=CC=CC=C1C1(C(=O)N2CCCC(O)(C3=CNN=N3)C2)CCCC1,5.21,train,Cc1ccccc1C1(C(=O)N2CCCC(O)(c3c[nH]nn3)C2)CCCC1
CC1=CC(C(=O)N2CCCN(S(=O)(=O)N(C)C)CC2)=NN1C1=CC=C(Cl)C=C1Cl,5.19,train,Cc1cc(C(=O)N2CCCN(S(=O)(=O)N(C)C)CC2)nn1-c1ccc(Cl)cc1Cl
O=C(NC1=CC=NC(OC2=CC=C(F)C=C2F)=C1)N1CCC2CCCC21,5.38,train,O=C(Nc1ccnc(Oc2ccc(F)cc2F)c1)N1CCC2CCCC21
CC(O)C(C)(CNC(=O)C1CCCN1C)CC1=CC=CC=C1,4.44,train,CC(O)C(C)(CNC(=O)C1CCCN1C)Cc1ccccc1
COC1=CC=C(CCCNC(=O)N2C(C)CCC2C)C=C1OC,4.63,train,COc1ccc(CCCNC(=O)N2C(C)CCC2C)cc1OC
CN1N=NC2=CC(C(=O)N(CC3CCCCC3)C3=CC=CC=N3)=CN=C21,5.25,train,Cn1nnc2cc(C(=O)N(CC3CCCCC3)c3ccccn3)cnc21
CC1=NC(C(F)(F)F)=CC=C1C(=O)N1CCCN(C(=O)C2CC2)CC1,4.02,train,Cc1nc(C(F)(F)F)ccc1C(=O)N1CCCN(C(=O)C2CC2)CC1
COC1=NOC(C(=O)N(CC2=CC=CC=C2)C2CC(C)(C)OC2(C)C)=C1,4.48,train,COc1cc(C(=O)N(Cc2ccccc2)C2CC(C)(C)OC2(C)C)on1
COC1=CC=CC(CNC(=O)C2=CC=CN(CC3=CC=CC=C3)C2=O)=N1,5.53,train,COc1cccc(CNC(=O)c2cccn(Cc3ccccc3)c2=O)n1
CCC1=NN(C)C(NC(=O)C2=COC3=CC=C(OC)C=C32)=C1,4.26,train,CCc1cc(NC(=O)c2coc3ccc(OC)cc23)n(C)n1
CC(O)(CN1C=CC=CC1=O)C(=O)N1CCC2=CC=C(Cl)C=C2C1,4.6,train,CC(O)(Cn1ccccc1=O)C(=O)N1CCc2ccc(Cl)cc2C1
COC(C(=O)N1CCN(S(=O)(=O)N(C)C2CCCCC2)CC1)C1CC1,5.41,train,COC(C(=O)N1CCN(S(=O)(=O)N(C)C2CCCCC2)CC1)C1CC1
CC1=C(C2=CC=CC=C2)C2=C(N=CN(NC(=O)COC3=CC=C(C(N)=O)C=C3)C2=O)S1,4.54,train,Cc1sc2ncn(NC(=O)COc3ccc(C(N)=O)cc3)c(=O)c2c1-c1ccccc1
CC1=CC=CC(NC(=O)C2CCCN(C3=NC4=CC=CC=C4S3)C2)=N1,4.77,train,Cc1cccc(NC(=O)C2CCCN(c3nc4ccccc4s3)C2)n1
CC1=CC(C(=O)N2CCCN(C(=O)C3=NN(C)C(C)=C3Cl)CC2)=CC=C1,4.67,train,Cc1cccc(C(=O)N2CCCN(C(=O)c3nn(C)c(C)c3Cl)CC2)c1
CC(C)CN1C=NC(S(=O)(=O)N2CC(=O)NC3=CC=CC=C32)=C1,4.64,train,CC(C)Cn1cnc(S(=O)(=O)N2CC(=O)Nc3ccccc32)c1
COC1CCN(C(=O)NCCOC2=CC=C(C(C)(C)C)C=C2)C(C)C1,4.67,train,COC1CCN(C(=O)NCCOc2ccc(C(C)(C)C)cc2)C(C)C1
CC1=C(N2CCC(C3CC3)C2)N=CN=C1N1CCC(C2CC2)C1,3.92,train,Cc1c(N2CCC(C3CC3)C2)ncnc1N1CCC(C2CC2)C1
CC1=CC=CC(C2CCCN2C(=O)NCC2=CSC=C2)=N1,4.48,train,Cc1cccc(C2CCCN2C(=O)NCc2ccsc2)n1
CS(=O)(=O)C1=CC=CC(NC(=O)NCC2CCN(C3=CC=C(F)C=C3)C2)=C1,5.1,train,CS(=O)(=O)c1cccc(NC(=O)NCC2CCN(c3ccc(F)cc3)C2)c1
O=S(=O)(NC1CC(O)C12CCC2)C1=CC=C2CCCCC2=C1,5.23,train,O=S(=O)(NC1CC(O)C12CCC2)c1ccc2c(c1)CCCC2
O=C(CC1=CC=CC=C1)NCCC(=O)N1CCCC1CC(O)C1=CC=CC=C1,4.57,train,O=C(Cc1ccccc1)NCCC(=O)N1CCCC1CC(O)c1ccccc1
COC(=O)C1CCN2C(CCCOC3=CC=C(Cl)C=C3C)=NN=C2C1,4.77,train,COC(=O)C1CCn2c(CCCOc3ccc(Cl)cc3C)nnc2C1
CC1=CC=C2OC(C(=O)N(C)C3CCCCC3S(C)(=O)=O)=CC2=N1,4.87,train,Cc1ccc2oc(C(=O)N(C)C3CCCCC3S(C)(=O)=O)cc2n1
CC(C)OC1=CN=CC(C(=O)N2CC(C)OCC2C2=CC=CC=C2)=C1,4.83,train,CC(C)Oc1cncc(C(=O)N2CC(C)OCC2c2ccccc2)c1
COC1=CC=C(Cl)C(CN2C(=O)NC3(CCC4=CC=CC=C4C3)C2=O)=C1,4.89,train,COc1ccc(Cl)c(CN2C(=O)NC3(CCc4ccccc4C3)C2=O)c1
CC1=NOC(C)=C1CC(=O)N(CC1=CC=CC=C1)C1CC(C)(C)OC1(C)C,4.67,train,Cc1noc(C)c1CC(=O)N(Cc1ccccc1)C1CC(C)(C)OC1(C)C
CN1CCN(C(=O)CCC2=NC3=CC=CC=C3O2)C(C2=CC=CC=C2)C1,4.39,train,CN1CCN(C(=O)CCc2nc3ccccc3o2)C(c2ccccc2)C1
COC1=CC=C2OCCN(C(=O)C3=CC=NC(C4CC4)=C3)C2=C1,4.38,train,COc1ccc2c(c1)N(C(=O)c1ccnc(C3CC3)c1)CCO2
"CC(=O)NC1=CC=CC(OCCNC2[C@H]3CCC[C@H]3C2(C)C)=C1 |&1:14,18|",4.73,train,CC(=O)Nc1cccc(OCCNC2[C@H]3CCC[C@H]3C2(C)C)c1
CC(C)N1C=CC(CN2CCCNC(=O)C2CC2=CC=CC=C2)=N1,4.26,train,CC(C)n1ccc(CN2CCCNC(=O)C2Cc2ccccc2)n1
COC1=CC=CC2=C(N3CCOC(CN(C)C)C3)N=CC=C12,4.45,train,COc1cccc2c(N3CCOC(CN(C)C)C3)nccc12
O=C(NCC1=CC=CC(N2CCOCC2)=N1)C1=CSC2=C1CCCC2,4.59,train,O=C(NCc1cccc(N2CCOCC2)n1)c1csc2c1CCCC2
CC(C)CN1C=C(NC(=O)N2CC[C@H](OC3=CC=CC=C3)C2)C=N1,4.15,train,CC(C)Cn1cc(NC(=O)N2CC[C@H](Oc3ccccc3)C2)cn1
CC1OC2=CC=CC=C2OC1C(=O)N1CCCN(C(=O)C2=CC=C(F)C=C2)CC1,4.75,train,CC1Oc2ccccc2OC1C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1
CC1=CC=CC(C2CCCN2C(=O)CCC2=CN(C)N=C2)=C1C,4.86,train,Cc1cccc(C2CCCN2C(=O)CCc2cnn(C)c2)c1C
CC(C)C1=CC=C2CCC[C@H](NC(=O)C3=CNC(C(=O)N4CCCC4)=C3)C2=C1,5.25,train,CC(C)c1ccc2c(c1)[C@@H](NC(=O)c1c[nH]c(C(=O)N3CCCC3)c1)CCC2
CC(NC(=O)C1=CC=CO1)C(=O)N1CCC(CC2=CC=C(F)C=C2)C1,4.71,train,CC(NC(=O)c1ccco1)C(=O)N1CCC(Cc2ccc(F)cc2)C1
CC1=C(C(=O)N2CCN(CC(F)(F)F)CC(C)C2)C=C(C#N)O1,5.01,train,Cc1oc(C#N)cc1C(=O)N1CCN(CC(F)(F)F)CC(C)C1
CC(C)N1N=CC=C1C(=O)N(C1=CC=C(Br)C=N1)C(C)C,5.1,train,CC(C)N(C(=O)c1ccnn1C(C)C)c1ccc(Br)cn1
CN(C(=O)C1=NOC2=C1CCCCC2)C1=CC=C(C2=CC=CC=C2)N=N1,5.11,train,CN(C(=O)c1noc2c1CCCCC2)c1ccc(-c2ccccc2)nn1
COC1=CC=C(NC(=O)C2CCCN2C(=O)CCC2=CC=CO2)C=C1,4.09,train,COc1ccc(NC(=O)C2CCCN2C(=O)CCc2ccco2)cc1
CN1C=NC2=C(CCN(C(=O)NC3CCCC4=C(F)C=C(Cl)C=C43)C2)C1=O,4.76,train,Cn1cnc2c(c1=O)CCN(C(=O)NC1CCCc3c(F)cc(Cl)cc31)C2
CC1(C)CC(NC(=O)N[C@H]2C3=CC=CC=C3C[C@H]2O)C2=CC=C(F)C=C2O1,4.98,train,CC1(C)CC(NC(=O)N[C@H]2c3ccccc3C[C@H]2O)c2ccc(F)cc2O1
CCC(CC)N1N=C(C)C=C1C1=NC(C(C)(C)NC(C)=O)=NO1,5.02,train,CCC(CC)n1nc(C)cc1-c1nc(C(C)(C)NC(C)=O)no1
O=C(CN1N=NC(C2CC2)=N1)N1CCCC2=CC=CC=C21,4.58,train,O=C(Cn1nnc(C2CC2)n1)N1CCCc2ccccc21
COC1=CC=C(Cl)C=C1N1CCC(NC(=O)NCC2C(C)(C)C2(F)F)C1,5.17,train,COc1ccc(Cl)cc1N1CCC(NC(=O)NCC2C(C)(C)C2(F)F)C1
CC1C(C2=CC=CC=C2)CCN1C(=O)NC1=CN(C)N=C1C1CCCCC1,5.04,train,CC1C(c2ccccc2)CCN1C(=O)Nc1cn(C)nc1C1CCCCC1
CC1=CC(C(F)(F)F)=NC(N2CCN(CC(=O)NC3=CC=C(F)C=C3)CC2)=N1,4.56,train,Cc1cc(C(F)(F)F)nc(N2CCN(CC(=O)Nc3ccc(F)cc3)CC2)n1
N#CC1=CC=C(OCC2=NOC(C3CCCCC3)=N2)C(Cl)=C1,4.07,train,N#Cc1ccc(OCc2noc(C3CCCCC3)n2)c(Cl)c1
CCOC1=CC=C(CNC(=O)N2CCOC[C@@H]2CC(C)C)C=C1F,4.68,train,CCOc1ccc(CNC(=O)N2CCOC[C@@H]2CC(C)C)cc1F
O=C(NC1CCOC(C2=CC=CN=C2)C1)N1CCCC2=CC=CC=C2CC1,5.19,train,O=C(NC1CCOC(c2cccnc2)C1)N1CCCc2ccccc2CC1
CC1=CC(C2=NOC(C3=NOC4=C3CCCC4)=N2)=C(C)O1,4.22,train,Cc1cc(-c2noc(-c3noc4c3CCCC4)n2)c(C)o1
CC1=NC(C2CN(C(=O)C3(C4=CC=CC=C4F)CCCC3)CCO2)=NO1,4.99,train,Cc1nc(C2CN(C(=O)C3(c4ccccc4F)CCCC3)CCO2)no1
CCOC1(C)CCN(C(=O)N(C)CC2=CC=CC=C2)CC1,4.44,train,CCOC1(C)CCN(C(=O)N(C)Cc2ccccc2)CC1
CCC(C)S(=O)(=O)NC(=O)C1=CSC(C2CCCCC2)=N1,4.72,train,CCC(C)S(=O)(=O)NC(=O)c1csc(C2CCCCC2)n1
O=C(CC1=CC=CC=C1O)N1CCCN(C(=O)C2=CC=C(Cl)C=C2)CC1,4.95,train,O=C(Cc1ccccc1O)N1CCCN(C(=O)c2ccc(Cl)cc2)CC1
CS(=O)(=O)CC1CCCCN1C(=O)C1=CSC2=C1CCCC2,5.65,train,CS(=O)(=O)CC1CCCCN1C(=O)c1csc2c1CCCC2
CO[C@H]1C[C@H](C2=NN=C(C)O2)N(C(=O)C2SCCC3=CC=CC=C32)C1,4.38,train,CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)C2SCCc3ccccc32)C1
CC(OC1=CC=C(F)C=C1)C1=NN=C2CCC(C)(C)CN21,5.48,train,CC(Oc1ccc(F)cc1)c1nnc2n1CC(C)(C)CC2
CC(C)(C)C1=NC(CC(=O)NC2C3=CC=CC=C3CC2O)=CS1,5.37,train,CC(C)(C)c1nc(CC(=O)NC2c3ccccc3CC2O)cs1
O=C(CC(=O)N1CCCC1CCC1=CC=CC=C1)NCC(F)(F)F,4.88,train,O=C(CC(=O)N1CCCC1CCc1ccccc1)NCC(F)(F)F
CN1N=NC(CNC(=O)N2CC3=CC=CC=C3CC2C2=CC=CC=C2)=N1,4.47,train,Cn1nnc(CNC(=O)N2Cc3ccccc3CC2c2ccccc2)n1
COC1=CC=C(CNC(=O)C2CCCN2C(=O)C2=CC=CC=C2O)C=C1Cl,4.43,train,COc1ccc(CNC(=O)C2CCCN2C(=O)c2ccccc2O)cc1Cl
CN(C)C1=CC=C(C(=O)NCC2=CN(C(C)(C)C)C(=O)NC2=O)C=C1,4.47,train,CN(C)c1ccc(C(=O)NCc2cn(C(C)(C)C)c(=O)[nH]c2=O)cc1
O=C(CC1=CC=CC(C(F)(F)F)=N1)NC1=CN=CC2=C1CCCC2,4.48,train,O=C(Cc1cccc(C(F)(F)F)n1)Nc1cncc2c1CCCC2
COC(CC1=CC=CC=C1)CS(=O)(=O)N1CC(C)CC1C1=CC=CN=C1,5.2,train,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1
CC1=NOC(Cl)=C1CCC(=O)N1CCCCC1CC(C)O,4.77,train,Cc1noc(Cl)c1CCC(=O)N1CCCCC1CC(C)O
CCC1=C(C(=O)OC)SC(N2CCN(C3=CC=CC=N3)CC2)=N1,4.69,train,CCc1nc(N2CCN(c3ccccn3)CC2)sc1C(=O)OC
CC1(C2=CC=CC=C2C(=O)NCC2=CC=CC(S(N)(=O)=O)=C2)CC1,4.89,train,CC1(c2ccccc2C(=O)NCc2cccc(S(N)(=O)=O)c2)CC1
CNC(=O)C1CN(C(=O)C2CCC3=CC(C)=CC=C3O2)C2=CC=CC=C2O1,4.63,train,CNC(=O)C1CN(C(=O)C2CCc3cc(C)ccc3O2)c2ccccc2O1
CC(C1=CSC=C1)N1CCN(C(=O)C2=CC3=CC=CC=C3C(=O)N2)CC1,4.36,train,CC(c1ccsc1)N1CCN(C(=O)c2cc3ccccc3c(=O)[nH]2)CC1
O=C(C1=CC=CC(NCC2=CC(O)=CC(Cl)=C2)=C1)N1CCOCC1,4.4,train,O=C(c1cccc(NCc2cc(O)cc(Cl)c2)c1)N1CCOCC1
CN1C=C(C(NC(=O)C2=CC=CC3=C2OCC3)C(C)(C)C)C=N1,5.29,train,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1
CC1=NC(C2CCCN2CC(=O)N2CCCCC2C)=CS1,5.06,train,Cc1nc(C2CCCN2CC(=O)N2CCCCC2C)cs1
COC1=CC=C2CN(C(=O)CN3N=CC4=CC=CC=C4C3=O)CC3(CC3)C2=C1,5.04,train,COc1ccc2c(c1)C1(CC1)CN(C(=O)Cn1ncc3ccccc3c1=O)C2
CC1=CC=CC2=C1NC=C2CC(=O)N1CC2=CC=CC=C2C[C@H]1C(N)=O,4.48,train,Cc1cccc2c(CC(=O)N3Cc4ccccc4C[C@H]3C(N)=O)c[nH]c12
CCOC1CC(O)(CNC(=O)C2=CC=C(C)C(OC)=C2)C1(C)C,3.96,train,CCOC1CC(O)(CNC(=O)c2ccc(C)c(OC)c2)C1(C)C
O=C1N=C(CNC(=O)C2=CC=C(N3CCCCCC3)C=C2)NO1,4.06,train,O=C(NCc1nc(=O)o[nH]1)c1ccc(N2CCCCCC2)cc1
COC(=O)C1(N(C)S(=O)(=O)C2=CC=CC(Cl)=C2)CC(OC)C1,4.73,train,COC(=O)C1(N(C)S(=O)(=O)c2cccc(Cl)c2)CC(OC)C1
CCC1=C(NC(=O)C2=COC=N2)C=NN1C1=CC=CC=C1Cl,4.34,train,CCc1c(NC(=O)c2cocn2)cnn1-c1ccccc1Cl
"CO[C@@H]1CCOC[C@H]1NC(=O)NCC1(C2=CC=C(F)C=C2)CCC1 |&1:2,7|",4.07,train,CO[C@@H]1CCOC[C@H]1NC(=O)NCC1(c2ccc(F)cc2)CCC1
CC1=CC=C(C(=O)NC2(C3=CC=CC=C3F)COC2)C=N1,4.42,train,Cc1ccc(C(=O)NC2(c3ccccc3F)COC2)cn1
CSC(CO)C(C)NCC(O)CN1C(=O)ON=C1C1=CC=CC=C1,4.41,train,CSC(CO)C(C)NCC(O)Cn1c(-c2ccccc2)noc1=O
O=C(C1=CN(C2=CC=CC=C2)N=C1)N1CCC(OC2=CC=CC=N2)C1,5.21,train,O=C(c1cnn(-c2ccccc2)c1)N1CCC(Oc2ccccn2)C1
C[C@@H](NC(=O)NC1=CC=C2NN=CC2=C1)C1=CC=CC(Cl)=C1,4.61,train,C[C@@H](NC(=O)Nc1ccc2[nH]ncc2c1)c1cccc(Cl)c1
CN1CCN(C(=O)C2=CC=C(S(C)(=O)=O)N=C2)C2=CC(F)=CC=C21,4.84,train,CN1CCN(C(=O)c2ccc(S(C)(=O)=O)nc2)c2cc(F)ccc21
"C[C@H](NC(=O)NC[C@H]1C[C@@H]1C1=CC=CC=C1)C1=CN=CC(F)=C1 |a:1,&1:7,9|",4.25,train,C[C@H](NC(=O)NC[C@H]1C[C@@H]1c1ccccc1)c1cncc(F)c1
O=C(C1=CC=C(C2=CC=CC=C2)N1)N(CC(F)F)CC(F)F,4.74,train,O=C(c1ccc(-c2ccccc2)[nH]1)N(CC(F)F)CC(F)F
COC1=CN=C(NC(=O)N2CCCS(=O)(=O)CC2C2CC2)S1,5.12,train,COc1cnc(NC(=O)N2CCCS(=O)(=O)CC2C2CC2)s1
COC1=CC(F)=C(C(=O)NCC2=NN=C(C(C)(C)C)S2)C(F)=C1,4.87,train,COc1cc(F)c(C(=O)NCc2nnc(C(C)(C)C)s2)c(F)c1
CC(C)(C)OC(=O)N1C2CCC1CC(CNC1=CC=C(C#N)N=N1)C2,4.81,train,CC(C)(C)OC(=O)N1C2CCC1CC(CNc1ccc(C#N)nn1)C2
CC(=O)NC(CC1=NC(C2=CC=C(F)C(F)=C2)=NO1)C1=C(F)C=CC=C1F,5.06,train,CC(=O)NC(Cc1nc(-c2ccc(F)c(F)c2)no1)c1c(F)cccc1F
O=C(CN1CCN(C2CC2)C1=O)NC(C(=O)NC1=CN=CC2=CC=CC=C21)C1=CC=CC(Cl)=C1,5.23,train,O=C(CN1CCN(C2CC2)C1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1
C[C@@H](NC(=O)N1CCOCC(F)(F)C1)C1=CC=CC(O)=C1,4.5,train,C[C@@H](NC(=O)N1CCOCC(F)(F)C1)c1cccc(O)c1
CC1=NN=C(N(C)C(=O)C2=C(Cl)C=CC=C2OCC2CC2)S1,4.83,train,Cc1nnc(N(C)C(=O)c2c(Cl)cccc2OCC2CC2)s1
O=C(NCC1=CN2C=C(Cl)C=C(Cl)C2=N1)C1=CC=CC2=C1NN=N2,3.63,train,O=C(NCc1cn2cc(Cl)cc(Cl)c2n1)c1cccc2nn[nH]c12
COC1CCN(C(=O)CNS(=O)(=O)C2=CC=C3COCC3=C2)C(C2CC2)C1,4.52,train,COC1CCN(C(=O)CNS(=O)(=O)c2ccc3c(c2)COC3)C(C2CC2)C1
O=C1C(Cl)=C(N2CCC3=CC=CC=C3C2)C=NN1CC1=CC=CC=C1,4.66,train,O=c1c(Cl)c(N2CCc3ccccc3C2)cnn1Cc1ccccc1
O=C1NC2=C(C=CC=C2C(=O)N2CCN(C3CC3)C3=CC=CC=C32)O1,5.07,train,O=C(c1cccc2oc(=O)[nH]c12)N1CCN(C2CC2)c2ccccc21
O=C(NCCCC(=O)N1CCC2=CC=CC=C21)C1=CC(F)=CC2=C1N=NN2,3.9,train,O=C(NCCCC(=O)N1CCc2ccccc21)c1cc(F)cc2[nH]nnc12
COC1(C2=NOC(CCC3=CC=CC=C3C)=N2)CCOCC1,3.93,train,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1
CC1(C)CCCN1C(=O)CN1C=C(C2=CC=C(Cl)S2)N=N1,5.38,train,CC1(C)CCCN1C(=O)Cn1cc(-c2ccc(Cl)s2)nn1
CC(NC(=O)N(C)CC1=NOC=C1)C1=CC(F)=CC=C1N(C)C,4.67,train,CC(NC(=O)N(C)Cc1ccon1)c1cc(F)ccc1N(C)C
O=C(CC1=NN(C2=CC=C(F)C=C2)C=C1)NC1=CC=C2CCNC(=O)C2=C1,4.69,train,O=C(Cc1ccn(-c2ccc(F)cc2)n1)Nc1ccc2c(c1)C(=O)NCC2
OC1(C(F)(F)F)CCN(C2=CC(N3CCCCC3)=NC=N2)C1,5.19,train,OC1(C(F)(F)F)CCN(c2cc(N3CCCCC3)ncn2)C1
CC(NC(=O)N1CCOCC1C1CCCO1)C1=CC=CC(F)=C1F,4.41,train,CC(NC(=O)N1CCOCC1C1CCCO1)c1cccc(F)c1F
CC1=C(C(=O)NCC2=CC=CC3=C2OCC3)N=NN1C1=NN(C)C=C1,4.44,train,Cc1c(C(=O)NCc2cccc3c2OCC3)nnn1-c1ccn(C)n1
CC(C)C1=CC(C(=O)NC(C)C2=NN=NN2C2=CC=CC=C2)=C2C=NN(C(C)C)C2=N1,5.63,train,CC(C)c1cc(C(=O)NC(C)c2nnnn2-c2ccccc2)c2cnn(C(C)C)c2n1
CC(C)(C)OC(=O)NC1(CCNC2C(=O)NCC2(C)C)CCC1,4.65,train,CC(C)(C)OC(=O)NC1(CCNC2C(=O)NCC2(C)C)CCC1
CC1=NN(CC(F)F)C=C1C1=NC(C2CCC3=CC=CC=C32)=NO1,5.23,train,Cc1nn(CC(F)F)cc1-c1nc(C2CCc3ccccc32)no1
CN1C=CC(C2=CN(CC(O)C3=CC=C(Cl)C=C3Cl)N=N2)=N1,4.47,train,Cn1ccc(-c2cn(CC(O)c3ccc(Cl)cc3Cl)nn2)n1
CC1=CC=C(C2=NOC(C3(C)CCC(=O)NC3)=N2)C=C1Cl,4.99,train,Cc1ccc(-c2noc(C3(C)CCC(=O)NC3)n2)cc1Cl
CCCN(C(=O)C1=CC(C)=CC(O)=N1)C1CCC2=CC=CC=C2C1,4.92,train,CCCN(C(=O)c1cc(C)cc(O)n1)C1CCc2ccccc2C1
O=C1CS(=O)(=O)C2=CC(NC(=O)C3=C(Br)SC=C3)=CC=C2N1,4.66,train,O=C1CS(=O)(=O)c2cc(NC(=O)c3ccsc3Br)ccc2N1
O=C(CC1CCCN1)NC1=CC=CC=C1C1=NC2=CC=CC=C2N1,4.4,train,O=C(CC1CCCN1)Nc1ccccc1-c1nc2ccccc2[nH]1
O=C(C(C1=CC=CC=C1)N1C=C(C2=CN=CN=C2)N=N1)N1CCCCC1,4.9,train,O=C(C(c1ccccc1)n1cc(-c2cncnc2)nn1)N1CCCCC1
O=S1(=O)CCCC1C1=NC(C2(C3=CC=C(F)C=C3)CCC2)=NO1,4.58,train,O=S1(=O)CCCC1c1nc(C2(c3ccc(F)cc3)CCC2)no1
CC1=CC=C(C2(C3=NOC(CN4C=C(C)C=N4)=N3)CCOCC2)C=C1,4.13,train,Cc1ccc(C2(c3noc(Cn4cc(C)cn4)n3)CCOCC2)cc1
CN(CCO)S(=O)(=O)C1=CC=CC=C1CNC(=O)C1CC12CCCC2,4.69,train,CN(CCO)S(=O)(=O)c1ccccc1CNC(=O)C1CC12CCCC2
CCC1(C2=CC=C(Cl)C=C2)NC(=O)N(C2=CN=CC(Br)=C2C)C1=O,5.22,train,CCC1(c2ccc(Cl)cc2)NC(=O)N(c2cncc(Br)c2C)C1=O
CO[C@H]1C[C@H](C2=NN=C(C)O2)N(CC2CCC3=CC=CC=C3C2)C1,4.75,train,CO[C@H]1C[C@H](c2nnc(C)o2)N(CC2CCc3ccccc3C2)C1
CN1CCC(OCC2=NC(C3=CC=C(OC4=CC=CC=C4C(F)(F)F)N=C3)=NO2)CC1,5.62,train,CN1CCC(OCc2nc(-c3ccc(Oc4ccccc4C(F)(F)F)nc3)no2)CC1
CC1=CN(C2CCCCC2)N=C1NC(=O)NCC1=CC=CC=C1CC(F)(F)F,5.32,train,Cc1cn(C2CCCCC2)nc1NC(=O)NCc1ccccc1CC(F)(F)F
CC(=O)N1CCCCCC1C1CCN(C(=O)C2=CC=CC(N3C=NC=N3)=C2)CC1,5.56,train,CC(=O)N1CCCCCC1C1CCN(C(=O)c2cccc(-n3cncn3)c2)CC1
CC1(C)CCOC1CS(=O)(=O)N1CCCC(C2=CC=NN2)C1,5.22,train,CC1(C)CCOC1CS(=O)(=O)N1CCCC(c2ccn[nH]2)C1
CC(=O)NC1=NC(C(=O)N2CC(C)(C)C3=CC=C(F)C=C32)=CS1,4.91,train,CC(=O)Nc1nc(C(=O)N2CC(C)(C)c3ccc(F)cc32)cs1
CC(C)C(CNC(=O)N1CCN(C(=O)C(C)(C)C)CC1)CC1=CC=CC=C1,5.57,train,CC(C)C(CNC(=O)N1CCN(C(=O)C(C)(C)C)CC1)Cc1ccccc1
CCC(C1=CC=CC=C1)C1=NN=C(NC(=O)N2CCC3=NC=NC=C3C2)S1,5.15,train,CCC(c1ccccc1)c1nnc(NC(=O)N2CCc3ncncc3C2)s1
CCN1C2=CC=CC=C2N=C1C1CCCN1C(=O)C1=CN(C(C)C)N=C1,4.53,train,CCn1c(C2CCCN2C(=O)c2cnn(C(C)C)c2)nc2ccccc21
